ksic2,hs6,weight,ksic2_name
1,500300,0.3333333333333333,농업
1,500310,0.3333333333333333,농업
1,500390,0.3333333333333333,농업
1,510111,0.3333333333333333,농업
1,510119,0.3333333333333333,농업
1,510121,0.3333333333333333,농업
1,510129,0.3333333333333333,농업
1,510130,0.3333333333333333,농업
1,510210,0.3333333333333333,농업
1,510211,0.3333333333333333,농업
1,510219,0.3333333333333333,농업
1,510220,0.3333333333333333,농업
1,510310,0.3333333333333333,농업
1,510320,0.3333333333333333,농업
1,510330,0.3333333333333333,농업
1,510400,0.3333333333333333,농업
1,510510,0.3333333333333333,농업
1,510521,0.3333333333333333,농업
1,510529,0.3333333333333333,농업
1,510530,0.3333333333333333,농업
1,510531,0.3333333333333333,농업
1,510539,0.3333333333333333,농업
1,510540,0.3333333333333333,농업
1,520100,0.3333333333333333,농업
1,520210,0.3333333333333333,농업
1,520291,0.3333333333333333,농업
1,520299,0.3333333333333333,농업
1,520300,0.3333333333333333,농업
1,530110,0.3333333333333333,농업
1,530121,0.3333333333333333,농업
1,530129,0.3333333333333333,농업
1,530130,0.3333333333333333,농업
1,530210,0.3333333333333333,농업
1,530290,0.3333333333333333,농업
1,530310,0.3333333333333333,농업
1,530390,0.3333333333333333,농업
1,530410,0.3333333333333333,농업
1,530490,0.3333333333333333,농업
1,530500,0.3333333333333333,농업
1,530511,0.3333333333333333,농업
1,530519,0.3333333333333333,농업
1,530521,0.3333333333333333,농업
1,530529,0.3333333333333333,농업
1,530590,0.3333333333333333,농업
1,530591,0.3333333333333333,농업
1,530599,0.3333333333333333,농업
1,710121,0.3333333333333333,농업
2,010110,0.3333333333333333,임업
2,010111,0.3333333333333333,임업
2,010119,0.3333333333333333,임업
2,010120,0.3333333333333333,임업
2,010121,0.3333333333333333,임업
2,010129,0.3333333333333333,임업
2,010130,0.3333333333333333,임업
2,010190,0.3333333333333333,임업
2,010210,0.3333333333333333,임업
2,010221,0.3333333333333333,임업
2,010229,0.3333333333333333,임업
2,010231,0.3333333333333333,임업
2,010239,0.3333333333333333,임업
2,010290,0.3333333333333333,임업
2,010310,0.3333333333333333,임업
2,010391,0.3333333333333333,임업
2,010392,0.3333333333333333,임업
2,010410,0.3333333333333333,임업
2,010420,0.3333333333333333,임업
2,010511,0.3333333333333333,임업
2,010512,0.3333333333333333,임업
2,010513,0.3333333333333333,임업
2,010514,0.3333333333333333,임업
2,010515,0.3333333333333333,임업
2,010519,0.3333333333333333,임업
2,010591,0.3333333333333333,임업
2,010592,0.3333333333333333,임업
2,010593,0.3333333333333333,임업
2,010594,0.3333333333333333,임업
2,010599,0.3333333333333333,임업
2,010600,0.3333333333333333,임업
2,010611,0.3333333333333333,임업
2,010612,0.3333333333333333,임업
2,010613,0.3333333333333333,임업
2,010614,0.3333333333333333,임업
2,010619,0.3333333333333333,임업
2,010620,0.3333333333333333,임업
2,010631,0.3333333333333333,임업
2,010632,0.3333333333333333,임업
2,010633,0.3333333333333333,임업
